상권명,상권유형,업종,20254_전체점포수,20254_개업수,20254_폐업수,20254실제,20261실제,20261예측,오차
성수초등학교,골목상권,제과점,8,0,0,0,14.0,4.94,-9.06
성신여대입구역 1번,골목상권,제과점,4,0,0,0,0.0,4.34,4.34
성신여대입구역 4번,골목상권,제과점,3,0,0,0,0.0,4.12,4.12
성신여대입구역 7번,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
성심여자고등학교,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
성원어린이공원,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
성원중학교,골목상권,제과점,13,0,1,8,17.0,5.32,-11.68
성자초등학교,골목상권,제과점,2,0,1,50,0.0,3.45,3.45
세검정,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
세검정초등학교,골목상권,제과점,3,0,1,33,0.0,3.89,3.89
세곡초등학교,골목상권,제과점,5,0,0,0,0.0,4.51,4.51
세명컴퓨터고등학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
솔밭공원역 1번,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
솔밭공원역 2번,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
송정역 3번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
송정역 4번,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
송정체육공원,골목상권,제과점,4,0,0,0,0.0,4.33,4.33
송중동주민센터,골목상권,제과점,4,0,0,0,0.0,4.36,4.36
송파나루역 1번(송리단길),골목상권,제과점,24,1,1,4,4.0,6.1,2.1
송파나루역 2번,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
송파역 2번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
수궁동주민센터,골목상권,제과점,2,1,1,50,0.0,5.51,5.51
수락산디자인거리,골목상권,제과점,8,0,0,0,0.0,4.95,4.95
수락산역 4번,골목상권,제과점,6,0,0,0,0.0,4.69,4.69
수송초등학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
수유1동주민센터,골목상권,제과점,3,0,0,0,0.0,4.12,4.12
수유북부시장옆,골목상권,제과점,3,0,0,0,33.0,4.1,-28.9
수유시장옆,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
수유역 2번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
숙대입구,골목상권,제과점,9,1,0,0,29.0,5.48,-23.52
숙대입구역 1번,골목상권,제과점,4,0,0,0,0.0,4.34,4.34
숭곡초등학교,골목상권,제과점,2,0,1,50,0.0,3.48,3.48
숭실대입구역 1번,골목상권,제과점,7,0,0,0,0.0,4.82,4.82
숭실대입구역 4번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
시립서북병원,골목상권,제과점,4,0,0,0,0.0,4.34,4.34
시흥4동주민센터(서울신흥초등학교),골목상권,제과점,2,0,0,0,100.0,3.81,-96.19
시흥동 은행나무사거리,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
신곡초등학교,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
신광명마을,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
신금호역 4번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
신길3동주민센터,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
신길새마을금고신길4동지점,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
신길역 3번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
신내1동주민센터,골목상권,제과점,6,0,0,0,0.0,4.7,4.7
신내역 2번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
신당역 3번,골목상권,제과점,1,0,1,100,0.0,2.68,2.68
신대방삼거리역 1번,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
신대방역 1번,골목상권,제과점,4,1,0,0,0.0,5.37,5.37
신대방역 2번,골목상권,제과점,4,1,0,0,0.0,5.36,5.36
신대방역 4번,골목상권,제과점,6,0,0,0,0.0,4.68,4.68
신림역 1번,골목상권,제과점,3,1,0,0,0.0,5.46,5.46
"신림역 5번(신림동주민센터, 신림동별빛거리)",골목상권,제과점,5,1,1,20,0.0,5.18,5.18
신림역 8번,골목상권,제과점,1,0,1,100,0.0,2.68,2.68
신림우방아파트,골목상권,제과점,4,1,0,0,100.0,5.34,-94.66
신림초등학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
신림현대아파트,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
신묵초등학교,골목상권,제과점,2,0,1,50,0.0,3.45,3.45
신방화역 2번,골목상권,제과점,5,1,0,0,0.0,5.32,5.32
신사1동주민센터,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
신사은행나무공원,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
신서초등학교,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
신원동주민센터,골목상권,제과점,5,0,0,0,0.0,4.53,4.53
신월1동우편취급국,골목상권,제과점,3,0,0,0,0.0,4.15,4.15
신월1동주민센터,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
신월1파출소,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
신월2동주민센터,골목상권,제과점,3,1,0,0,0.0,5.44,5.44
신월3동주민센터,골목상권,제과점,3,0,0,0,0.0,4.12,4.12
신월4동주민센터,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
신월문화체육센터,골목상권,제과점,4,1,0,0,0.0,5.37,5.37
신월시영아파트중문,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
신자초등학교,골목상권,제과점,1,0,1,100,0.0,2.68,2.68
신정2동주민센터,골목상권,제과점,6,0,0,0,0.0,4.67,4.67
신정네거리역 2번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
신정네거리역 4번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
신정롯데캐슬아파트,골목상권,제과점,10,1,0,0,11.0,5.55,-5.45
신정역 1번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
신정역 5번,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
신중초등학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
신진과학기술고등학교,골목상권,제과점,5,0,0,0,0.0,4.54,4.54
신창초등학교,골목상권,제과점,6,0,0,0,20.0,4.7,-15.3
신촌역 6번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
신풍역 1번,골목상권,제과점,2,0,1,50,0.0,3.45,3.45
신한은행 신월동지점,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
싸리고개근린공원,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
쌍문역1번(쌍리단길),골목상권,제과점,5,0,0,0,0.0,4.51,4.51
쌍문초등학교,골목상권,제과점,3,0,0,0,0.0,4.12,4.12
아차산역 1번,골목상권,제과점,6,0,0,0,0.0,4.67,4.67
아차산역 5번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
아카데미하우스,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
아현역 1번,골목상권,제과점,3,0,0,0,50.0,4.1,-45.9
아현역 2번,골목상권,제과점,3,0,0,0,0.0,4.12,4.12
안암역 2번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
안암역 3번,골목상권,제과점,1,0,1,100,0.0,2.68,2.68
암사역 1번,골목상권,제과점,7,1,1,14,0.0,5.27,5.27
암사역 2번(서울강동초등학교),골목상권,제과점,4,0,0,0,0.0,4.34,4.34
암사역 3번(천호동자전거거리),골목상권,제과점,5,1,0,0,0.0,5.32,5.32
약수역 7번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
양목초등학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
양재근린공원(양재2동주민센터),골목상권,제과점,1,0,0,0,0.0,3.4,3.4
양재역 8번(양재동우체국),골목상권,제과점,4,0,0,0,33.0,4.33,-28.67
양지어린이공원,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
양천향교역 2번,골목상권,제과점,3,1,0,0,0.0,5.44,5.44
양천향교역 5번,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
양천향교역 7번,골목상권,제과점,8,2,0,0,0.0,5.96,5.96
양평역 2번,골목상권,제과점,5,0,0,0,0.0,4.53,4.53
양화대교북단,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
양화초등학교,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
어린이대공원역 4번,골목상권,제과점,3,1,1,33,0.0,5.2,5.2
언남고등학교,골목상권,제과점,3,0,1,33,0.0,3.89,3.89
언북중학교,골목상권,제과점,2,1,0,0,0.0,5.83,5.83
언북초등학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
언주역 3번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
언주역 6번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
언주역 8번,골목상권,제과점,1,0,1,100,0.0,2.68,2.68
역삼역 8번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
역삼월드메르디앙아파트,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
역촌노인복지관,골목상권,제과점,3,0,0,0,0.0,4.15,4.15
역촌역 2번,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
역촌역 3번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
연가초등학교,골목상권,제과점,1,1,1,100,0.0,6.72,6.72
연신내역 2번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
연신내역 4번,골목상권,제과점,4,0,0,0,25.0,4.34,-20.66
연신내역 7번,골목상권,제과점,5,0,1,20,0.0,4.37,4.37
연신내우체국,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
연신초등학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
연천초등학교,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
연트럴파크(연남동주민센터),골목상권,제과점,18,0,1,6,0.0,5.64,5.64
연희대우아파트앞,골목상권,제과점,5,0,0,0,0.0,4.51,4.51
연희세브란스병원,골목상권,제과점,4,0,0,0,0.0,4.34,4.34
연희어린이공원,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
연희초등학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
연희파출소,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
염곡동 구룡사(포이동성당),골목상권,제과점,5,0,1,20,25.0,4.37,-20.63
염창무학아파트,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
염창역 2번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
영동초등학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
영등포구청역 2번,골목상권,제과점,3,0,0,0,0.0,4.12,4.12
영등포구청역 6번,골목상권,제과점,2,1,0,0,0.0,5.83,5.83
영등포시장역 1번,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
영등포시장역 3번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
영등포역 2번,골목상권,제과점,3,0,0,0,0.0,4.12,4.12
영등포푸르지오아파트,골목상권,제과점,4,0,0,0,0.0,4.34,4.34
영락고등학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
영신여고,골목상권,제과점,3,1,0,0,0.0,5.46,5.46
영신초등학교,골목상권,제과점,4,1,0,0,0.0,5.36,5.36
예일여고,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
오거리공원,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
오금역 4번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
오동나무공원(송파레미니스1단지),골목상권,제과점,6,0,0,0,0.0,4.69,4.69
오류2동버들시장,골목상권,제과점,6,0,0,0,0.0,4.68,4.68
오류동역 1번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
오류동역 3번,골목상권,제과점,3,1,0,0,0.0,5.44,5.44
오류지구대,골목상권,제과점,1,0,0,0,100.0,3.4,-96.6
오산중학교,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
옥수역 6번,골목상권,제과점,5,0,1,20,0.0,4.42,4.42
온수역 1번,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
온수역 5번(온수산업단지),골목상권,제과점,1,0,0,0,0.0,3.47,3.47
왕십리역 9번,골목상권,제과점,2,1,1,50,0.0,5.51,5.51
외대앞역 1번,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
외대앞역 2번,골목상권,제과점,3,0,0,0,50.0,4.12,-45.88
용강동주민센터,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
용두동신동아아파트,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
용두희망어린이공원,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
용마초등학교,골목상권,제과점,3,0,0,0,0.0,4.12,4.12
용산구청,골목상권,제과점,5,0,0,0,25.0,4.51,-20.49
우리은행응암동지점,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
우면주공아파트,골목상권,제과점,2,0,2,100,0.0,3.12,3.12
우사단길,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
우이천 계성교,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
우장산롯데캐슬아파트앞,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
우장산역 1번,골목상권,제과점,3,0,0,0,0.0,4.12,4.12
우장산역 4번,골목상권,제과점,6,2,1,17,0.0,5.92,5.92
월계역 3번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
윗방죽마을공원,골목상권,제과점,2,1,1,50,0.0,5.54,5.54
은곡마을(은곡마을공원),골목상권,제과점,3,0,0,0,50.0,4.17,-45.83
은천초등학교(은천교앞),골목상권,제과점,4,0,0,0,0.0,4.36,4.36
은평구청,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
은평요양병원,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
응봉산,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
응암1동주민센터,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
응암동우체국,골목상권,제과점,3,0,1,33,0.0,3.89,3.89
응암역 2번,골목상권,제과점,5,0,0,0,0.0,4.51,4.51
응암역 3번,골목상권,제과점,8,0,0,0,14.0,4.95,-9.05
응암정보도서관,골목상권,제과점,4,0,0,0,0.0,4.36,4.36
이대역 5번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
이수역 10번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
이수역 9번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
이촌동점보아파트,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
이태원엔틱가구거리,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
이태원역 북측,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
이화달팽이길,골목상권,제과점,5,1,0,0,0.0,5.32,5.32
인수중학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
인헌고등학교(인헌중학교),골목상권,제과점,2,0,0,0,0.0,3.81,3.81
자양4동주민센터,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
자양동우체국,골목상권,제과점,3,0,0,0,0.0,4.12,4.12
자양한강도서관,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
자하문터널,골목상권,제과점,5,0,0,0,0.0,4.51,4.51
잠실나루역,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
잠원역,골목상권,제과점,2,1,0,0,0.0,5.87,5.87
장곡초등학교,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
장로회신학대학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
장스여성병원,골목상권,제과점,3,0,0,0,0.0,4.15,4.15
장승배기역 4번,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
장안1동주민센터,골목상권,제과점,6,1,0,0,0.0,5.37,5.37
장안근린공원,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
장안제일시장,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
장안중학교,골목상권,제과점,1,0,1,100,0.0,2.68,2.68
장안초등학교,골목상권,제과점,4,0,0,0,0.0,4.33,4.33
장위1동주민센터,골목상권,제과점,2,1,1,50,0.0,5.51,5.51
장지동주민센터(한림연예예술고교),골목상권,제과점,6,0,0,0,0.0,4.68,4.68
장충단 고개,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
장충동주민센터,골목상권,제과점,1,1,0,0,0.0,7.44,7.44
장충초등학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
장평중학교,골목상권,제과점,4,0,0,0,0.0,4.34,4.34
장훈고등학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
전농1동주민센터(전농시장),골목상권,제과점,1,0,0,0,0.0,3.4,3.4
전농중학교,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
절두산순교성지,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
정릉북한산국립공원입구,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
정릉역 1번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
정릉우체국,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
제기동역 1번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
제기동역 6번,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
종암경찰서,골목상권,제과점,4,0,0,0,33.0,4.34,-28.66
종암동주민센터,골목상권,제과점,5,0,0,0,0.0,4.54,4.54
종암아이파크2차,골목상권,제과점,8,0,0,0,0.0,4.94,4.94
종암중학교,골목상권,제과점,2,0,0,0,0.0,3.88,3.88
중계초등학교,골목상권,제과점,2,0,0,0,0.0,3.88,3.88
중곡1동 마을마당,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
중곡1동주민센터,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
중곡3동주민센터,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
중곡역 3번,골목상권,제과점,6,0,0,0,20.0,4.68,-15.32
중곡초등학교,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
중랑노인종합복지관,골목상권,제과점,4,0,0,0,33.0,4.34,-28.66
중랑역 4번,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
중암중학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
중앙대학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
중앙보훈병원,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
중화역 1번,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
중화역 4번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
증산역 1번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
증산역 3번,골목상권,제과점,3,0,1,33,0.0,3.89,3.89
증산역 4번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
지향초등학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
창2동주민센터,골목상권,제과점,6,0,0,0,0.0,4.68,4.68
창덕궁,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
창동역 2번,골목상권,제과점,5,0,0,0,0.0,4.51,4.51
창신역 1번,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
천동초등학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
천일초등학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
천호공원(해공체육문화센터),골목상권,제과점,1,0,0,0,0.0,3.4,3.4
천호역 1번(천호문구완구거리),골목상권,제과점,2,0,0,0,0.0,3.81,3.81
천호역 6번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
천호지구대(천호동자전거거리),골목상권,제과점,4,0,0,0,0.0,4.33,4.33
천호태영아파트,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
청계산원터골,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
청계산입구역 2번(내곡동주민센터),골목상권,제과점,1,0,0,0,0.0,3.4,3.4
청구역 1번,골목상권,제과점,5,0,0,0,0.0,4.54,4.54
청룡동주민센터,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
체부동홍종문가옥,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
충무초등학교,골목상권,제과점,3,1,0,0,0.0,5.44,5.44
충정로역 3번,골목상권,제과점,3,0,0,0,0.0,4.15,4.15
충정로역 6번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
충정로역 7번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
충정로현대아파트,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
태릉시장 특화거리,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
태릉입구역 4번,골목상권,제과점,2,0,1,50,0.0,3.45,3.45
텃골근린공원,골목상권,제과점,4,1,0,0,25.0,5.34,-19.66
평창동서측,골목상권,제과점,4,0,0,0,0.0,4.34,4.34
포이초등학교(개포목련어린이공원),골목상권,제과점,5,1,0,0,25.0,5.32,-19.68
푸른동산공원,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
푸른들청소년도서관,골목상권,제과점,4,1,0,0,33.0,5.34,-27.66
하나은행 망우동지점,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
학동근린공원,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
학동초등학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
한강로동땡땡거리(은행나무길),골목상권,제과점,3,0,1,33,0.0,3.86,3.86
한강미주맨션아파트,골목상권,제과점,3,0,0,0,0.0,4.12,4.12
한강진역 3번,골목상권,제과점,12,1,0,0,8.0,5.62,-2.38
한국의류시험연구원,골목상권,제과점,1,1,1,100,0.0,6.72,6.72
한남IC,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
한림대학교한강성심병원,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
한성대입구역 3번,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
한성대입구역 5번,골목상권,제과점,4,0,0,0,0.0,4.33,4.33
한성백제역 3번,골목상권,제과점,6,0,0,0,0.0,4.67,4.67
한양공고앞 교차로,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
한양대역 4번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
한영중고,골목상권,제과점,9,1,0,0,0.0,5.48,5.48
한울중학교,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
한일병원,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
합정역 8번,골목상권,제과점,12,0,0,0,0.0,5.3,5.3
해방촌 남동측,골목상권,제과점,11,2,0,0,10.0,5.94,-4.06
해방촌예술마을,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
해오름공원,골목상권,제과점,3,0,1,33,0.0,3.89,3.89
행당역 2번,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
혜화역 1번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
호림박물관(성보고등학교),골목상권,제과점,2,1,0,0,0.0,5.83,5.83
홍남교남측,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
홍대땡땡거리,골목상권,제과점,7,0,1,14,0.0,4.73,4.73
홍대부속여중고앞,골목상권,제과점,5,0,1,20,0.0,4.37,4.37
홍대부중,골목상권,제과점,5,0,0,0,0.0,4.53,4.53
홍대입구역 3번,골목상권,제과점,4,0,1,25,0.0,4.15,4.15
홍릉시장,골목상권,제과점,1,0,1,100,0.0,2.68,2.68
홍연시장,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
홍은종합사회복지관,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
홍익대,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
홍익지구대,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
홍제3동주민센터,골목상권,제과점,5,0,0,0,0.0,4.53,4.53
홍제역 2번,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
홍제역 4번,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
홍지문,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
화곡2동주민센터,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
화곡4동주민센터,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
화곡역 2번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
화곡역 4번,골목상권,제과점,5,0,0,0,0.0,4.54,4.54
화곡역 5번,골목상권,제과점,4,0,0,0,0.0,4.33,4.33
화랑대철도공원,골목상권,제과점,3,0,0,0,0.0,4.15,4.15
